crane_id,equipment_type,date,crane_operation_hours,fuel_consumption_litres,fuel_consumption_kWh,maintenance_status,operator_id,number_of_moves
RTG06,RTG,2026-03-18,13.16,201.6,0,Good,OP_104,223
RTG07,RTG,2026-03-18,17.24,264.13,0,Under Repair,OP_139,258
RTG08,RTG,2026-03-18,17.74,233.51,0,Due,OP_130,301
RTG09,RTG,2026-03-18,14.76,219.11,0,Under Repair,OP_138,295
RTG10,RTG,2026-03-18,20.28,339.08,0,Good,OP_121,304
RTG11,RTG,2026-03-18,18.58,316.49,0,Good,OP_135,371
RTG12,RTG,2026-03-18,13.61,185.51,0,Under Repair,OP_106,272
RTG13,RTG,2026-03-18,15.17,194.38,0,Good,OP_132,227
RTG14,RTG,2026-03-18,17.88,294.44,0,Good,OP_122,321
RTG15,RTG,2026-03-18,19.97,291.93,0,Due,OP_108,299
RTG16,RTG,2026-03-18,12.12,197.76,0,Good,OP_113,242
RTG17,RTG,2026-03-18,13.63,238.21,0,Under Repair,OP_101,245
RTG18,RTG,2026-03-18,19.68,236.99,0,Good,OP_124,373
RTG19,RTG,2026-03-18,21.66,317.45,0,Good,OP_145,346
RTG20,RTG,2026-03-18,12.31,172.01,0,Good,OP_136,221
RTG21,RTG,2026-03-18,13.85,240.52,0,Due,OP_104,277
RTG22,RTG,2026-03-18,18.11,259.89,0,Good,OP_116,325
RTG23,RTG,2026-03-18,16.57,212.42,0,Good,OP_104,265
RTG24,RTG,2026-03-18,18.11,277.46,0,Due,OP_121,307
RTG25,RTG,2026-03-18,16.83,230.29,0,Good,OP_100,286
RTG26,RTG,2026-03-18,15.31,231.62,0,Good,OP_105,229
RTG27,RTG,2026-03-18,15.12,243.91,0,Good,OP_136,241
RTG28,RTG,2026-03-18,14.75,242.22,0,Good,OP_139,295
RTG29,RTG,2026-03-18,18.57,328.68,0,Due,OP_105,315
RTG30,RTG,2026-03-18,19.3,294.77,0,Good,OP_118,289
RTG31,RTG,2026-03-18,20.56,260.21,0,Due,OP_104,390
RTG32,RTG,2026-03-18,13.12,182.25,0,Good,OP_122,249
RTG33,RTG,2026-03-18,14.94,186.11,0,Good,OP_135,283
RTG34,RTG,2026-03-18,12.78,228.79,0,Due,OP_112,255
RTG35,RTG,2026-03-18,21.29,367.51,0,Under Repair,OP_111,319
RTG36,RTG,2026-03-18,17.69,271.34,0,Good,OP_131,318
QC01,Quay Crane,2026-03-19,14.09,0,2168.66,Good,OP_143,380
QC02,Quay Crane,2026-03-19,19.7,0,3060.62,Good,OP_132,571
QC03,Quay Crane,2026-03-19,15.5,0,3007.46,Good,OP_149,418
QC04,Quay Crane,2026-03-19,17.45,0,3381.74,Due,OP_100,506
QC05,Quay Crane,2026-03-19,14.08,0,2159.28,Good,OP_138,422
QC06,Quay Crane,2026-03-19,14.2,0,2309.85,Good,OP_150,355
QC07,Quay Crane,2026-03-19,17.45,0,3277.8,Good,OP_114,471
QC08,Quay Crane,2026-03-19,19.95,0,3745.64,Good,OP_128,558
QC09,Quay Crane,2026-03-19,18.37,0,3599.93,Under Repair,OP_133,532
QC10,Quay Crane,2026-03-19,19.55,0,3392.09,Good,OP_126,547
QC11,Quay Crane,2026-03-19,20.45,0,3321.33,Good,OP_145,552
QC12,Quay Crane,2026-03-19,12.53,0,2239.2,Good,OP_145,350
RTG01,RTG,2026-03-19,20.74,274.85,0,Good,OP_128,331
RTG02,RTG,2026-03-19,13.02,205.43,0,Due,OP_115,234
RTG03,RTG,2026-03-19,21.36,378.68,0,Good,OP_115,341
RTG04,RTG,2026-03-19,19.42,276.11,0,Good,OP_104,310
RTG05,RTG,2026-03-19,21.48,270.77,0,Under Repair,OP_105,322
RTG06,RTG,2026-03-19,21.55,359.73,0,Under Repair,OP_116,366
RTG07,RTG,2026-03-19,14.47,219.14,0,Good,OP_139,260
RTG08,RTG,2026-03-19,12.82,169.5,0,Due,OP_120,205
RTG09,RTG,2026-03-19,17.47,279.75,0,Due,OP_142,296
RTG10,RTG,2026-03-19,13.61,206.69,0,Due,OP_127,258
RTG11,RTG,2026-03-19,20.09,272.76,0,Good,OP_143,321
RTG12,RTG,2026-03-19,20.22,299.06,0,Under Repair,OP_105,303
RTG13,RTG,2026-03-19,21.69,344.56,0,Good,OP_109,325
RTG14,RTG,2026-03-19,15.33,210.74,0,Good,OP_121,260
RTG15,RTG,2026-03-19,19.87,333.19,0,Under Repair,OP_150,337
RTG16,RTG,2026-03-19,16.22,220.78,0,Good,OP_111,324
RTG17,RTG,2026-03-19,16.22,202.75,0,Good,OP_134,259
RTG18,RTG,2026-03-19,15.99,263.29,0,Good,OP_145,303
RTG19,RTG,2026-03-19,20.99,254.44,0,Good,OP_145,335
RTG20,RTG,2026-03-19,15.28,238.19,0,Under Repair,OP_146,305
RTG21,RTG,2026-03-19,19.63,268.99,0,Under Repair,OP_149,333
RTG22,RTG,2026-03-19,20.75,351.3,0,Good,OP_149,311
RTG23,RTG,2026-03-19,18.46,242.86,0,Good,OP_107,332
RTG24,RTG,2026-03-19,12.42,207.7,0,Due,OP_148,186
RTG25,RTG,2026-03-19,20.54,261.38,0,Due,OP_103,328
RTG26,RTG,2026-03-19,19.55,266.85,0,Due,OP_106,371
RTG27,RTG,2026-03-19,16.23,207.82,0,Due,OP_123,243
RTG28,RTG,2026-03-19,19.79,274.98,0,Under Repair,OP_138,376
RTG29,RTG,2026-03-19,17.33,227.1,0,Good,OP_118,329
RTG30,RTG,2026-03-19,18.02,283.76,0,Good,OP_109,270
RTG31,RTG,2026-03-19,18.08,257.43,0,Under Repair,OP_116,271
RTG32,RTG,2026-03-19,19.94,336.56,0,Due,OP_123,319
RTG33,RTG,2026-03-19,18.22,260.11,0,Good,OP_122,346
RTG34,RTG,2026-03-19,15.49,237.51,0,Under Repair,OP_146,294
RTG35,RTG,2026-03-19,14.12,205.99,0,Good,OP_115,268
RTG36,RTG,2026-03-19,17.47,287.69,0,Due,OP_143,314
QC01,Quay Crane,2026-03-20,21.53,0,3641.58,Good,OP_148,602
QC02,Quay Crane,2026-03-20,20.24,0,3200.17,Due,OP_100,607
QC03,Quay Crane,2026-03-20,20.95,0,4091.59,Good,OP_139,586
QC04,Quay Crane,2026-03-20,20.28,0,3845.09,Good,OP_144,608
QC05,Quay Crane,2026-03-20,16.41,0,3167.93,Good,OP_133,426
QC06,Quay Crane,2026-03-20,20.72,0,3172.18,Good,OP_110,580
QC07,Quay Crane,2026-03-20,12.46,0,2012.32,Due,OP_117,348
QC08,Quay Crane,2026-03-20,17.41,0,2843.39,Good,OP_110,504
QC09,Quay Crane,2026-03-20,20.84,0,3488.45,Due,OP_119,583
QC10,Quay Crane,2026-03-20,,0,3232.91,Due,OP_143,541
QC11,Quay Crane,2026-03-20,12.55,0,1894.29,Under Repair,OP_101,376
QC12,Quay Crane,2026-03-20,16.87,0,3330.55,Good,OP_117,421
RTG01,RTG,2026-03-20,16.8,299.55,0,Due,OP_150,268
RTG02,RTG,2026-03-20,19.26,342.42,0,Good,OP_132,327
RTG03,RTG,2026-03-20,13.66,224.61,0,Under Repair,OP_147,204
RTG04,RTG,2026-03-20,17.33,281.06,0,Due,OP_136,311
RTG05,RTG,2026-03-20,15.74,220.74,0,Good,OP_146,236
RTG06,RTG,2026-03-20,14.15,171.11,0,Due,OP_123,254
RTG07,RTG,2026-03-20,18.34,226.26,0,Good,OP_103,293
RTG08,RTG,2026-03-20,21.52,363.64,0,Under Repair,OP_139,430
RTG09,RTG,2026-03-20,19.19,280.68,0,Good,OP_135,345
RTG10,RTG,2026-03-20,21.58,339.45,0,Good,OP_137,388
RTG11,RTG,2026-03-20,15.73,224.74,0,Due,OP_142,267
RTG12,RTG,2026-03-20,19.98,254.05,0,Good,OP_133,359
RTG13,RTG,2026-03-20,14.34,254.64,0,Good,OP_108,272
RTG14,RTG,2026-03-20,17.38,244.42,0,Under Repair,OP_105,330
RTG15,RTG,2026-03-20,16.93,244.1,0,Under Repair,OP_110,287
RTG16,RTG,2026-03-20,17.78,309.97,0,Good,OP_135,320
RTG17,RTG,2026-03-20,21.73,375.01,0,Due,OP_145,391
RTG18,RTG,2026-03-20,21.77,328.52,0,Good,OP_117,435
RTG19,RTG,2026-03-20,18.67,285.38,0,Good,OP_135,280
RTG20,RTG,2026-03-20,12.84,155.99,0,Under Repair,OP_138,243
RTG21,RTG,2026-03-20,21.77,368.59,0,Under Repair,OP_150,413
RTG22,RTG,2026-03-20,21.13,302.32,0,Good,OP_112,380
RTG23,RTG,2026-03-20,20.43,348.28,0,Due,OP_123,326
RTG24,RTG,2026-03-20,12.84,192.66,0,Good,OP_109,218
RTG25,RTG,2026-03-20,12.83,169.44,0,Good,OP_147,205
RTG26,RTG,2026-03-20,12.37,201.9,0,Due,OP_128,197
RTG27,RTG,2026-03-20,21.26,312.85,0,Good,OP_126,403
RTG28,RTG,2026-03-20,12.92,204.49,0,Good,OP_127,206
RTG29,RTG,2026-03-20,16.59,296.04,0,Good,OP_135,298
RTG30,RTG,2026-03-20,15.67,242.14,0,Good,OP_102,266
RTG31,RTG,2026-03-20,21.03,331.11,0,Good,OP_112,420
RTG32,RTG,2026-03-20,15.98,222.17,0,Under Repair,OP_140,287
RTG33,RTG,2026-03-20,15.17,234.62,0,Good,OP_113,242
RTG34,RTG,2026-03-20,12.94,231.17,0,Good,OP_119,232
RTG35,RTG,2026-03-20,16.21,196.22,0,Due,OP_129,243
RTG36,RTG,2026-03-20,18.07,245.54,0,Good,OP_144,271
QC01,Quay Crane,2026-03-21,19.99,0,3417.42,Good,OP_139,579
QC02,Quay Crane,2026-03-21,21.07,0,3573.86,Due,OP_105,547
QC03,Quay Crane,2026-03-21,20.7,0,3995.77,Good,OP_140,600
QC04,Quay Crane,2026-03-21,13.28,0,2350.63,Good,OP_112,332
QC05,Quay Crane,2026-03-21,14.25,0,2748.59,Good,OP_106,413
QC06,Quay Crane,2026-03-21,21.79,0,3325.82,Due,OP_118,588
QC07,Quay Crane,2026-03-21,19.48,0,3283.57,Good,OP_129,564
QC08,Quay Crane,2026-03-21,20.43,0,3486.27,Good,OP_103,531
QC09,Quay Crane,2026-03-21,21.81,0,4074.89,Good,OP_106,545
QC10,Quay Crane,2026-03-21,20.94,0,3420.84,Good,OP_122,607
QC11,Quay Crane,2026-03-21,19.32,0,3492.85,Due,OP_123,560
QC12,Quay Crane,2026-03-21,15.29,0,2729.53,Good,OP_131,428
RTG01,RTG,2026-03-21,17.88,255.31,0,Good,OP_149,268
RTG02,RTG,2026-03-21,14.14,253.83,0,Due,OP_133,212
RTG03,RTG,2026-03-21,17.06,212.2,0,Good,OP_108,290
RTG04,RTG,2026-03-21,15.18,213.9,0,Good,OP_130,258
RTG05,RTG,2026-03-21,15.93,280.31,0,Good,OP_124,318
RTG06,RTG,2026-03-21,20.27,346.49,0,Good,OP_112,324
RTG07,RTG,2026-03-21,18.84,311.44,0,Good,OP_103,339
RTG08,RTG,2026-03-21,18.64,270.4,0,Good,OP_115,372
RTG09,RTG,2026-03-21,15.6,262.04,0,Due,OP_141,280
RTG10,RTG,2026-03-21,15.48,266.58,0,Good,OP_119,294
RTG11,RTG,2026-03-21,17.28,250.9,0,Good,OP_131,345
RTG12,RTG,2026-03-21,20.05,309.21,0,Under Repair,OP_128,401
RTG13,RTG,2026-03-21,13.38,174.2,0,Good,OP_144,267
RTG14,RTG,2026-03-21,20.98,357.21,0,Good,OP_146,314
RTG15,RTG,2026-03-21,15.24,255.66,0,Good,OP_113,274
RTG16,RTG,2026-03-21,20.87,345.39,0,Good,OP_131,375
RTG17,RTG,2026-03-21,19.23,288.65,0,Good,OP_147,384
RTG18,RTG,2026-03-21,18.79,272.6,0,Under Repair,OP_134,375
RTG19,RTG,2026-03-21,14.82,220.94,0,Good,OP_135,251
RTG20,RTG,2026-03-21,20.72,283.65,0,Due,OP_109,310
RTG21,RTG,2026-03-21,14.45,217.1,0,Under Repair,OP_142,289
RTG22,RTG,2026-03-21,14.51,228.05,0,Good,OP_140,232
RTG23,RTG,2026-03-21,15.43,213.58,0,Due,OP_119,308
RTG24,RTG,2026-03-21,14.93,240.77,0,Good,OP_122,298
RTG25,RTG,2026-03-21,14.93,240.76,0,Under Repair,OP_148,283
RTG26,RTG,2026-03-21,17.21,206.98,0,Good,OP_128,309
RTG27,RTG,2026-03-21,21.5,279.38,0,Good,OP_129,365
RTG28,RTG,2026-03-21,20.07,296.05,0,Under Repair,OP_102,341
RTG29,RTG,2026-03-21,17.62,260.26,0,Good,OP_141,299
RTG30,RTG,2026-03-21,16.24,210.96,0,Good,OP_101,308
RTG31,RTG,2026-03-21,15.03,254,0,Good,OP_122,240
RTG32,RTG,2026-03-21,15.98,208.48,0,Good,OP_116,271
RTG33,RTG,2026-03-21,15.95,192.72,0,Under Repair,OP_131,239
RTG34,RTG,2026-03-21,12.82,163.99,0,Good,OP_125,230
RTG35,RTG,2026-03-21,21.78,319.36,0,Good,OP_106,326
RTG36,RTG,2026-03-21,14.55,187.14,0,Due,OP_110,247
QC01,Quay Crane,2026-03-22,13.77,0,2399.63,Under Repair,OP_141,413
QC02,Quay Crane,2026-03-22,18.15,0,3440.07,Good,OP_149,544
QC03,Quay Crane,2026-03-22,20.62,0,3462.86,Good,OP_119,515
QC04,Quay Crane,2026-03-22,19.14,0,3553.06,Due,OP_118,478
QC05,Quay Crane,2026-03-22,14.4,0,2227.92,Good,OP_105,432
QC06,Quay Crane,2026-03-22,20.4,0,3807.81,Good,OP_133,612
QC07,Quay Crane,2026-03-22,12.91,0,2176.6,Due,OP_138,387
QC08,Quay Crane,2026-03-22,20.51,0,3475.89,Good,OP_121,594
QC09,Quay Crane,2026-03-22,17.74,0,3415.81,Under Repair,OP_143,478
QC10,Quay Crane,2026-03-22,20.95,0,3863.8,Good,OP_128,628
QC11,Quay Crane,2026-03-22,14.74,0,2750.25,Good,OP_104,383
QC12,Quay Crane,2026-03-22,17.01,0,2849.57,Good,OP_122,442
RTG01,RTG,2026-03-22,15.66,232.92,0,Under Repair,OP_103,281
RTG02,RTG,2026-03-22,21.58,383.73,0,Good,OP_102,345
RTG03,RTG,2026-03-22,14.71,257.85,0,Good,OP_104,294
RTG04,RTG,2026-03-22,18.14,238.92,0,Good,OP_105,362
RTG05,RTG,2026-03-22,12.96,205.1,0,Good,OP_145,194
RTG06,RTG,2026-03-22,17.34,214.42,0,Under Repair,OP_147,294
RTG07,RTG,2026-03-22,18.86,315.59,0,Good,OP_141,339
RTG08,RTG,2026-03-22,21.25,283.4,0,Good,OP_119,403
RTG09,RTG,2026-03-22,20.05,273.51,0,Good,OP_101,360
RTG10,RTG,2026-03-22,15.33,204.76,0,Good,OP_144,260
RTG11,RTG,2026-03-22,,261.27,0,Due,OP_118,327
RTG12,RTG,2026-03-22,14.59,227.82,0,Good,OP_136,248
RTG13,RTG,2026-03-22,19.23,284.05,0,Good,OP_143,307
RTG14,RTG,2026-03-22,14.56,237.8,0,Under Repair,OP_125,291
RTG15,RTG,2026-03-22,17.67,284.98,0,Under Repair,OP_132,282
RTG16,RTG,2026-03-22,18.85,302.32,0,Under Repair,OP_108,320
RTG17,RTG,2026-03-22,14.15,209.71,0,Under Repair,OP_119,212
RTG18,RTG,2026-03-22,20.37,335.18,0,Good,OP_132,387
RTG19,RTG,2026-03-22,17.92,308.6,0,Good,OP_129,358
RTG20,RTG,2026-03-22,13.97,242.95,0,Under Repair,OP_115,279
RTG21,RTG,2026-03-22,14.63,256.12,0,Under Repair,OP_121,219
RTG22,RTG,2026-03-22,16.69,265.85,0,Good,OP_101,317
RTG23,RTG,2026-03-22,15.97,224.23,0,Under Repair,OP_141,255
RTG24,RTG,2026-03-22,16.47,284.59,0,Good,OP_110,279
RTG25,RTG,2026-03-22,18.05,296.69,0,Good,OP_113,288
RTG26,RTG,2026-03-22,15.09,197.83,0,Good,OP_132,286
RTG27,RTG,2026-03-22,17.96,254.12,0,Good,OP_132,305
RTG28,RTG,2026-03-22,12.53,191.45,0,Due,OP_114,238
RTG29,RTG,2026-03-22,17.51,296.37,0,Good,OP_120,280
RTG30,RTG,2026-03-22,18.47,240.77,0,Good,OP_149,277
RTG31,RTG,2026-03-22,21.17,255.53,0,Due,OP_126,402
RTG32,RTG,2026-03-22,20.61,321.08,0,Good,OP_105,309
RTG33,RTG,2026-03-22,16.26,219.66,0,Good,OP_149,243
RTG34,RTG,2026-03-22,12.73,225.1,0,Due,OP_143,254
RTG35,RTG,2026-03-22,17.37,272,0,Due,OP_144,347
RTG36,RTG,2026-03-22,21.5,290.41,0,Good,OP_125,387
QC01,Quay Crane,2026-03-23,19.62,0,3089.53,Good,OP_106,588
QC02,Quay Crane,2026-03-23,20.87,0,3777.91,Good,OP_115,605
QC03,Quay Crane,2026-03-23,20.45,0,3271.63,Good,OP_101,511
QC04,Quay Crane,2026-03-23,14.43,0,2835.68,Due,OP_103,389
QC05,Quay Crane,2026-03-23,19.51,0,3845.26,Due,OP_141,585
QC06,Quay Crane,2026-03-23,17.26,0,3191.02,Good,OP_100,466
QC07,Quay Crane,2026-03-23,19.2,0,3724.45,Good,OP_141,537
QC08,Quay Crane,2026-03-23,21.76,0,3440.09,Under Repair,OP_133,652
QC09,Quay Crane,2026-03-23,13.5,0,2146.88,Due,OP_108,405
QC10,Quay Crane,2026-03-23,20.45,0,3462.61,Due,OP_136,572
QC11,Quay Crane,2026-03-23,21.4,0,3537.78,Good,OP_132,535
QC12,Quay Crane,2026-03-23,16.23,0,2971.81,Good,OP_104,454
RTG01,RTG,2026-03-23,19.75,260.11,0,Good,OP_129,316
RTG02,RTG,2026-03-23,21.78,363.02,0,Good,OP_120,413
RTG03,RTG,2026-03-23,18.12,324.71,0,Good,OP_132,271
RTG04,RTG,2026-03-23,18.22,303.33,0,Due,OP_116,364
RTG05,RTG,2026-03-23,16.08,216.25,0,Good,OP_127,289
RTG06,RTG,2026-03-23,21.07,332.71,0,Good,OP_144,316
RTG07,RTG,2026-03-23,19.85,335.93,0,Due,OP_141,297
RTG08,RTG,2026-03-23,14.1,185,0,Good,OP_142,225
RTG09,RTG,2026-03-23,12.45,180.27,0,Good,OP_110,199
RTG10,RTG,2026-03-23,21.53,278.2,0,Under Repair,OP_112,366
RTG11,RTG,2026-03-23,17.73,222.28,0,Good,OP_128,283
RTG12,RTG,2026-03-23,21.4,277.19,0,Good,OP_105,385
RTG13,RTG,2026-03-23,14.73,231.22,0,Good,OP_133,294
RTG14,RTG,2026-03-23,19.9,276.23,0,Good,OP_146,398
RTG15,RTG,2026-03-23,16.4,205.12,0,Good,OP_132,245
RTG16,RTG,2026-03-23,21.09,365.29,0,Due,OP_109,337
RTG17,RTG,2026-03-23,19.68,320.29,0,Good,OP_114,373
RTG18,RTG,2026-03-23,18.22,289.31,0,Good,OP_139,309
RTG19,RTG,2026-03-23,21.12,334.75,0,Good,OP_144,401
RTG20,RTG,2026-03-23,21.46,360.94,0,Due,OP_122,429
RTG21,RTG,2026-03-23,14.76,199.9,0,Good,OP_115,265
RTG22,RTG,2026-03-23,14.28,246.71,0,Good,OP_108,228
RTG23,RTG,2026-03-23,15.33,229.24,0,Under Repair,OP_148,229
RTG24,RTG,2026-03-23,19.8,335.47,0,Good,OP_140,396
RTG25,RTG,2026-03-23,12.66,213.8,0,Good,OP_116,227
RTG26,RTG,2026-03-23,18.72,294.52,0,Good,OP_120,299
RTG27,RTG,2026-03-23,20.72,351.81,0,Good,OP_126,414
RTG28,RTG,2026-03-23,21.12,272.5,0,Good,OP_138,422
RTG29,RTG,2026-03-23,20.79,255.63,0,Due,OP_145,415
RTG30,RTG,2026-03-23,,346.7,0,Good,OP_143,370
RTG31,RTG,2026-03-23,15.37,222.36,0,Good,OP_109,276
RTG32,RTG,2026-03-23,15.09,222.26,0,Good,OP_114,286
RTG33,RTG,2026-03-23,18.48,253.61,0,Under Repair,OP_110,369
RTG34,RTG,2026-03-23,18.79,306.93,0,Good,OP_148,319
RTG35,RTG,2026-03-23,12.35,150.61,0,Due,OP_135,209
RTG36,RTG,2026-03-23,17.25,290.77,0,Good,OP_102,345
QC01,Quay Crane,2026-03-24,16.25,0,2695.2,Due,OP_102,487
QC02,Quay Crane,2026-03-24,13.51,0,2206.82,Due,OP_103,391
QC03,Quay Crane,2026-03-24,18.7,0,3618.87,Good,OP_105,467
QC04,Quay Crane,2026-03-24,12.57,0,2413.26,Due,OP_113,339
QC05,Quay Crane,2026-03-24,15.02,0,2328.9,Good,OP_119,435
QC06,Quay Crane,2026-03-24,20.12,0,3651.78,Due,OP_138,603
QC07,Quay Crane,2026-03-24,21.69,0,3541.42,Under Repair,OP_138,607
QC08,Quay Crane,2026-03-24,15.48,0,3020.52,Good,OP_137,402
QC09,Quay Crane,2026-03-24,18.35,0,2908.64,Good,OP_100,550
QC10,Quay Crane,2026-03-24,20.63,0,3176.57,Under Repair,OP_113,618
QC11,Quay Crane,2026-03-24,12.48,0,2016.27,Good,OP_136,349
QC12,Quay Crane,2026-03-24,19.63,0,3408.63,Good,OP_126,530
RTG01,RTG,2026-03-24,18.93,296.32,0,Under Repair,OP_129,359
RTG02,RTG,2026-03-24,20.19,269.82,0,Good,OP_130,343
RTG03,RTG,2026-03-24,20.02,319.66,0,Good,OP_101,360
RTG04,RTG,2026-03-24,14.64,220.34,0,Due,OP_142,248
RTG05,RTG,2026-03-24,16.1,286.21,0,Good,OP_118,241
RTG06,RTG,2026-03-24,,271.16,0,Good,OP_121,233
RTG07,RTG,2026-03-24,13.95,182.06,0,Good,OP_124,251
RTG08,RTG,2026-03-24,21.82,346.74,0,Good,OP_106,349
RTG09,RTG,2026-03-24,17.29,311.1,0,Good,OP_145,259
RTG10,RTG,2026-03-24,16.56,272.28,0,Good,OP_101,314
RTG11,RTG,2026-03-24,20.49,283.11,0,Good,OP_144,389
RTG12,RTG,2026-03-24,18.01,236.71,0,Under Repair,OP_118,342
RTG13,RTG,2026-03-24,13.83,225.79,0,Good,OP_116,235
RTG14,RTG,2026-03-24,17.04,268.63,0,Under Repair,OP_136,306
RTG15,RTG,2026-03-24,18.6,290.43,0,Good,OP_136,316
RTG16,RTG,2026-03-24,16.99,262.65,0,Good,OP_115,305
RTG17,RTG,2026-03-24,18.32,293.52,0,Under Repair,OP_105,293
RTG18,RTG,2026-03-24,20.14,319.64,0,Due,OP_143,342
RTG19,RTG,2026-03-24,12.88,177.73,0,Under Repair,OP_113,206
RTG20,RTG,2026-03-24,18.65,252.07,0,Good,OP_144,317
RTG21,RTG,2026-03-24,17.61,309.28,0,Good,OP_121,316
RTG22,RTG,2026-03-24,19.48,319.84,0,Under Repair,OP_106,350
RTG23,RTG,2026-03-24,21.51,264.44,0,Due,OP_122,408
RTG24,RTG,2026-03-24,16.82,284.81,0,Good,OP_130,336
RTG25,RTG,2026-03-24,20.07,272.14,0,Under Repair,OP_102,321
RTG26,RTG,2026-03-24,12.44,222.2,0,Good,OP_144,248
RTG27,RTG,2026-03-24,16.48,255.55,0,Due,OP_105,313
RTG28,RTG,2026-03-24,15.26,273,0,Under Repair,OP_108,274
RTG29,RTG,2026-03-24,12.76,182.55,0,Under Repair,OP_145,255
RTG30,RTG,2026-03-24,14.46,203.15,0,Good,OP_121,260
RTG31,RTG,2026-03-24,13.18,226.84,0,Good,OP_140,250
RTG32,RTG,2026-03-24,21.88,364.01,0,Good,OP_105,328
RTG33,RTG,2026-03-24,16.62,232.32,0,Good,OP_106,265
RTG34,RTG,2026-03-24,13.89,241.8,0,Good,OP_149,208
RTG35,RTG,2026-03-24,13.9,247.68,0,Under Repair,OP_127,278
RTG36,RTG,2026-03-24,21.73,337.54,0,Good,OP_132,412
QC01,Quay Crane,2026-03-25,17.09,0,2817.37,Good,OP_118,478
QC02,Quay Crane,2026-03-25,13.5,0,2192.16,Due,OP_125,378
QC03,Quay Crane,2026-03-25,14.13,0,2423.8,Under Repair,OP_120,423
QC04,Quay Crane,2026-03-25,18.61,0,2932.39,Due,OP_143,483
QC05,Quay Crane,2026-03-25,19.66,0,3044.79,Good,OP_117,550
QC06,Quay Crane,2026-03-25,19.97,0,3126.54,Good,OP_119,579
QC07,Quay Crane,2026-03-25,16.56,0,2603.84,Good,OP_132,430
QC08,Quay Crane,2026-03-25,17.69,0,2797.1,Good,OP_116,530
QC09,Quay Crane,2026-03-25,14.02,0,2611.89,Due,OP_108,350
QC10,Quay Crane,2026-03-25,18.97,0,3379,Good,OP_125,512
QC11,Quay Crane,2026-03-25,17.55,0,2930.13,Due,OP_125,438
QC12,Quay Crane,2026-03-25,14.46,0,2464.84,Good,OP_109,404
RTG01,RTG,2026-03-25,18.77,306.38,0,Good,OP_139,337
RTG02,RTG,2026-03-25,14.53,228.01,0,Good,OP_100,232
RTG03,RTG,2026-03-25,12.72,205.16,0,Due,OP_104,241
RTG04,RTG,2026-03-25,15.18,256.07,0,Under Repair,OP_125,288
RTG05,RTG,2026-03-25,21.43,321.13,0,Good,OP_142,321
RTG06,RTG,2026-03-25,16.75,217.84,0,Under Repair,OP_110,284
RTG07,RTG,2026-03-25,17.56,310.46,0,Good,OP_102,263
RTG08,RTG,2026-03-25,17.45,262.02,0,Good,OP_115,349
RTG09,RTG,2026-03-25,15.79,219.95,0,Under Repair,OP_141,284
RTG10,RTG,2026-03-25,19.27,292.12,0,Good,OP_106,289
RTG11,RTG,2026-03-25,12.8,169.25,0,Under Repair,OP_120,256
RTG12,RTG,2026-03-25,19.42,238.7,0,Good,OP_150,388
RTG13,RTG,2026-03-25,20.41,319.02,0,Under Repair,OP_130,387
RTG14,RTG,2026-03-25,18.55,291.41,0,Good,OP_109,333
RTG15,RTG,2026-03-25,12.36,166.58,0,Good,OP_128,197
RTG16,RTG,2026-03-25,17.53,275.21,0,Due,OP_134,350
RTG17,RTG,2026-03-25,12,201.17,0,Good,OP_109,192
RTG18,RTG,2026-03-25,15.7,239.42,0,Under Repair,OP_143,235
RTG19,RTG,2026-03-25,19.2,291.56,0,Good,OP_150,326
RTG20,RTG,2026-03-25,19.41,303.81,0,Good,OP_137,388
RTG21,RTG,2026-03-25,16.1,250.56,0,Due,OP_102,322
RTG22,RTG,2026-03-25,15.32,218.75,0,Good,OP_117,229
RTG23,RTG,2026-03-25,20.56,278.79,0,Due,OP_112,308
RTG24,RTG,2026-03-25,18.65,255.82,0,Good,OP_103,298
RTG25,RTG,2026-03-25,15.98,210.27,0,Good,OP_100,303
RTG26,RTG,2026-03-25,14.01,224.91,0,Good,OP_137,266
RTG27,RTG,2026-03-25,16.26,280,0,Good,OP_117,260
RTG28,RTG,2026-03-25,18.16,268.14,0,Due,OP_124,345
RTG29,RTG,2026-03-25,14.57,257.71,0,Good,OP_150,291
RTG30,RTG,2026-03-25,21.93,293.69,0,Due,OP_124,328
RTG31,RTG,2026-03-25,19.14,289.15,0,Good,OP_126,344
RTG32,RTG,2026-03-25,19.95,317.63,0,Good,OP_122,299
RTG33,RTG,2026-03-25,20,274.5,0,Under Repair,OP_145,380
RTG34,RTG,2026-03-25,19.66,345.08,0,Due,OP_112,353
RTG35,RTG,2026-03-25,12.06,210.62,0,Good,OP_121,192
RTG36,RTG,2026-03-25,12.72,201.28,0,Good,OP_139,228
QC01,Quay Crane,2026-03-26,20.53,0,3107.97,Good,OP_112,513
QC02,Quay Crane,2026-03-26,14.46,0,2219.92,Good,OP_125,433
QC03,Quay Crane,2026-03-26,14.71,0,2706.56,Good,OP_111,426
QC04,Quay Crane,2026-03-26,15.8,0,2832.5,Good,OP_104,442
QC05,Quay Crane,2026-03-26,19.62,0,3590.16,Good,OP_130,490
QC06,Quay Crane,2026-03-26,12.39,0,2384.53,Under Repair,OP_139,334
QC07,Quay Crane,2026-03-26,16.62,0,2941.88,Good,OP_138,448
